country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh,capacity_segment,energy_type,owner_group
IDN,Indonesia,Pltu Ombilin - Sijantang - Sawahlunto,WRI1000960,200.0,-0.6094,100.7535,Coal,,Pln-South Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,1062.1590608173717,Large (>100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Paiton I Unit 7 & 8,WRI1000941,5355.0,-7.7184,113.5827,Coal,,Pt. Paiton Energy Corp,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,28439.30885338512,Large (>100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Pakerin,WRI1000965,34.0,-2.5213,121.357,Coal,,Pt. Pakerin (Pulp Industry),Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,180.56704033895312,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Pangkalan Bun,WRI1000966,14.0,-2.6833,111.6167,Coal,,Pt. Energi Listrik Indonesia (Subsidiary Of Pt. Eksploitasi Energi Indonesia),Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,74.351134257216,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Pangkalan Susu 1 & 2,WRI1000967,400.0,4.1196,98.2555,Coal,,Pln (Epc : Pt. Bagus Karya  Guangdong Power Engineering  Pt. Nincec Multi Dimensi),Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,2124.318121634743,Large (>100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Perak,WRI1000970,100.0,-7.2492,112.7508,Coal,,Pln - Pt. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,531.0795304086857,Medium (10–100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Priok 3 & 4,WRI1000972,100.0,-6.1071,106.8716,Coal,,Pt. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,531.0795304086857,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Rancong,WRI1000974,30.0,-2.5213,121.357,Coal,,Pt. Jorindo Aceh Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,159.3238591226057,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Sanggau,WRI1000975,14.0,-2.5213,121.357,Coal,,Pln,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,74.351134257216,Medium (10–100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Simpang Belimbing,WRI1000978,227.0,-3.4,104.1158,Coal,,Pt. Guo Hua Energy Musi Makmur,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,1205.5505340277164,Large (>100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Sulawesi Selatan - Barru/Ftp1,WRI1000979,100.0,-4.2931,119.6326,Coal,,Pln-South&South East Sulawesi Regional Unit,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,531.0795304086857,Medium (10–100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Sumbar - Teluk Sirih Unit 1,WRI1000980,112.0,-1.0772,100.3727,Coal,,Pln (Epc: Cntic (China National Tecnical Import Corporation)),Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,594.809074057728,Large (>100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Suparma,WRI1000981,27.0,-2.5213,121.357,Coal,,Pt. Suparma (Pulp Industry),Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,143.39147321034514,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Suralaya,WRI1000982,3400.0,-5.892,106.03,Coal,,Pln -.Pt Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,18056.704033895312,Large (>100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Tabalong,WRI1000983,60.0,-2.5213,121.357,Coal,,Pt. Makmur Sejahtera Wisesa (Owned By Pt. Adaro),Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,318.6477182452114,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Tambak Lorok,WRI1000984,300.0,-6.9507,110.4304,Coal,,Pln - Pt. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,1593.238591226057,Large (>100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Tanjung Alam Perkasa,WRI1000985,7.5,-2.5213,121.357,Coal,,Pt. Tanjung Alam Perkasa,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,39.83096478065143,Small (<10 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Tanjung Enim -Bukit Asam,WRI1000988,260.0,-3.7316,103.7975,Coal,,Pln-South Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,1380.8067790625828,Large (>100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Tanjung Jati B,WRI1000990,1320.0,-6.446,110.7423,Coal,,Pt. Central Java Power,Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,7010.249801394652,Large (>100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Tanjung Jati B - Expansion,WRI1000991,1324.0,-6.446,110.7423,Coal,,Pt. Central Java Power (Epc : Korea Midland Power Co),Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,7031.492982610998,Large (>100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Tanjung Kasam,WRI1000992,110.0,1.0455,104.133,Coal,,Pt. Tanjung Kasam Power Batam (Pt. Tjk Power),Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,584.1874834495543,Large (>100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Tarahan # 1  2,WRI1000994,200.0,-5.518,105.35,Coal,,Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,1062.1590608173717,Large (>100 MW),Fossil,Non-PLN
IDN,Indonesia,Pltu Tarahan 3 & 4 - Sebalang,WRI1000995,200.0,-5.518,105.35,Coal,,Pln,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,1062.1590608173717,Large (>100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Tello,WRI1000997,25.0,-5.14,119.4221,Coal,,Pln-South&South East Sulawesi Regional Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,132.76988260217144,Medium (10–100 MW),Fossil,PLN Group
IDN,Indonesia,Pltu Tonasa Ii (Boiler Turbine Generator),WRI1000999,70.0,-4.7846,119.6163,Coal,,Pt. Semen Gresik Tbk/Pt. Semen Indonesia,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,371.75567128608,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Pejengkolan/Mrica,WRI1000801,1.4,-7.5694,109.8006,Hydro,,Pln - Pt. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,4.651117907040805,Small (<10 MW),Renewable,PLN Group
IDN,Indonesia,Pemaron Boo,WRI1000802,45.0,-8.1189,115.0887,Oil,,Pt. Cogindo Dayabersama - Rental,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1641.4082107902084,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Pesanggaran,WRI1000803,75.78,-8.7157,115.214,Oil,,Indonesia Power Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,2764.131426970712,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Pesanggaran Boo,WRI1000804,75.0,-8.7157,115.214,Oil,,Anggreko International - Rental,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,2735.6803513170144,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Pesanggaran Bot,WRI1000805,51.0,-8.7157,115.214,Oil,,Anggreko International - Rental,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1860.2626388955696,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Plengan/Saguling,WRI1000806,6.87,-6.9039,107.6186,Hydro,,Pln - Pt. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,22.82370001526452,Small (<10 MW),Renewable,PLN Group
IDN,Indonesia,Riam Kanan/Pangeran Muhamad Nur,WRI1001004,30.0,-3.5156,115.0074,Hydro,,Pln,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,99.66681229373154,Medium (10–100 MW),Renewable,PLN Group
IDN,Indonesia,Saguling,WRI1001005,700.72,-6.9126,107.3663,Hydro,,Pln - Pt. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,GEODB,,,,,,2327.950957015452,Large (>100 MW),Renewable,PLN Group
IDN,Indonesia,Sempor/Mrica,WRI1001009,1.0,-7.4733,109.3331,Hydro,,Pln - Pt. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,3.3222270764577178,Small (<10 MW),Renewable,PLN Group
IDN,Indonesia,Sengguruh - Brantas,WRI1001010,29.0,-8.1764,112.551,Hydro,,Pln - Java Bali Generation Unit / Pt. Pjb,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,96.34458521727382,Medium (10–100 MW),Renewable,PLN Group
IDN,Indonesia,Sidorejo/Mrica,WRI1001013,1.4,-7.4764,110.2622,Hydro,,Pln - Pt. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,4.651117907040805,Small (<10 MW),Renewable,PLN Group
IDN,Indonesia,Sigura Gura (Asahan Ii),WRI1001014,286.0,2.5196,99.2793,Hydro,,Pt. Indonesia Asahan Aluminium,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,950.1569438669072,Large (>100 MW),Renewable,Non-PLN
IDN,Indonesia,Silae,WRI1001015,43.7,-0.8917,119.8707,Oil,,Pln-Nth & Ctrl Sulawesi & Gorontalo Reg Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1593.9897513673804,Medium (10–100 MW),Fossil,PLN Group
IDN,Indonesia,Singkarak,WRI1001017,175.0,-0.6909,100.6034,Hydro,,Pln-South Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,581.3897383801007,Large (>100 MW),Renewable,PLN Group
IDN,Indonesia,Sipansihaporas,WRI1001018,50.0,1.7427,98.7792,Hydro,,Pln - North Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,166.1113538228859,Medium (10–100 MW),Renewable,PLN Group
IDN,Indonesia,Suppa - Pare Pare,WRI1001020,60.0,-4.0135,119.6255,Oil,,Pt. Makasar Power (Alsons Power Holdings Corp + Toyota Tsusho Corp/Tomen + Singapore Power),Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,2188.5442810536115,Medium (10–100 MW),Fossil,Non-PLN
IDN,Indonesia,Sutami / Karangkates - Brantas,WRI1001021,105.0,-8.1606,112.4443,Hydro,,Pln - Java Bali Generation Unit / Pt. Pjb,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,348.8338430280604,Large (>100 MW),Renewable,PLN Group
IDN,Indonesia,Talang Padang,WRI1001023,12.5,-0.9492,100.3543,Oil,,Pln-South Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,455.9467252195024,Medium (10–100 MW),Fossil,PLN Group
IDN,Indonesia,Tangga (Asahan Ii),WRI1001024,317.0,2.5479,99.3028,Hydro,,Pt. Indonesia Asahan Aluminium,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,1053.1459832370963,Large (>100 MW),Renewable,Non-PLN
IDN,Indonesia,Tegineneng,WRI1001028,28.2,-5.6015,104.7988,Oil,,Pln-South Sumatera Generation Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1028.6158120951975,Medium (10–100 MW),Fossil,PLN Group
IDN,Indonesia,Tello,WRI1001031,50.092,-5.14,119.4221,Oil,,Pln-South&South East Sulawesi Regional Unit,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1827.142668775625,Medium (10–100 MW),Fossil,PLN Group
IDN,Indonesia,Tenau Kupang,WRI1001033,34.73,-10.1667,123.5833,Oil,,Pln - East Nusa Tenggara Regional Unit/Ntt,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,1266.8023813498653,Medium (10–100 MW),Fossil,PLN Group
IDN,Indonesia,Timo / Mrica,WRI1001035,12.0,-6.9485,110.4069,Hydro,,Pln - Pt. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,39.86672491749261,Medium (10–100 MW),Renewable,PLN Group
IDN,Indonesia,Tulungagung - Brantas,WRI1001038,36.0,-8.0657,111.9025,Hydro,,Pln - Java Bali Generation Unit / Pt. Pjb,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,119.60017475247784,Medium (10–100 MW),Renewable,PLN Group
IDN,Indonesia,Ubrug/Saguling,WRI1001039,18.36,-6.9039,107.6186,Hydro,,Pln - Pt. Indonesia Power,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,60.996089123763696,Medium (10–100 MW),Renewable,PLN Group
IDN,Indonesia,Ulubelu 1 & 2,WRI1001040,110.0,-5.3096,104.5733,Geothermal,,Pt. Pln,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,822.7868852459015,Large (>100 MW),Renewable,PLN Group
IDN,Indonesia,Wayang Windu,WRI1001044,227.0,-7.1966,107.6258,Geothermal,,Pt. Star Energy,Indonesia Power Generation,https://repit.wordpress.com/,WRI,,,,,,1697.9329359165424,Large (>100 MW),Renewable,Non-PLN
IDN,Indonesia,Wlingi - Brantas,WRI1001045,54.0,-8.0776,112.3311,Hydro,,Pln - Java Bali Generation Unit / Pt. Pjb,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,179.40026212871678,Medium (10–100 MW),Renewable,PLN Group
IDN,Indonesia,Wonorejo - Pamekasan,WRI1001046,6.3,-8.1136,112.2869,Hydro,,Pln - Java Bali Generation Unit / Pt. Pjb,Indonesia Power Generation,https://repit.wordpress.com/,CARMA,,,,,,20.93003058168362,Small (<10 MW),Renewable,PLN Group
